comments,keywords
: 所有人跟中國都沒人認為BLG可以贏GEN吧,"[':', ' ', '所有人', '跟', '中國', '都', '沒人', '認為', 'BLG', '可以', '贏', 'GEN', '吧']"
: 現在就看t1 jdg geng了吧 blg盡力了,"[':', ' ', '現在', '就', '看', 't1', ' ', 'jdg', ' ', 'geng', '了', '吧', ' ', 'blg', '盡力', '了']"
: Laure釣魚王,"[':', ' ', 'Laure', '釣魚', '王']"
: 幹笑死 非常豆腐,"[':', ' ', '幹笑', '死', ' ', '非常', '豆腐']"
: 請問為何LPL第二名的隊伍狀況都不太穩啊,"[':', ' ', '請', '問為何', 'LPL', '第二名', '的', '隊伍', '狀況', '都', '不太穩', '啊']"
: ㄜ BIN會英文喔,"[':', ' ', 'ㄜ', ' ', 'BIN', '會', '英文', '喔']"
: 中國人的G真的發音很妙……,"[':', ' ', '中國人', '的', 'G', '真的', '發音', '很妙', '…', '…']"
: 公開處刑,"[':', ' ', '公開', '處刑']"
: BIN英文很順耶,"[':', ' ', 'BIN', '英文', '很順', '耶']"
: 我也一直聽到豆腐,"[':', ' ', '我', '也', '一直', '聽到', '豆腐']"
: 別幻想了 歐美的訓練量 不可能贏中韓,"[':', ' ', '別', '幻想', '了', ' ', '歐', '美的', '訓練量', ' ', '不', '可能', '贏中韓']"
: 首先吹起來,"[':', ' ', '首先', '吹起', '來']"
: XD,"[':', ' ', 'XD']"
: 但他說的豆腐是啥,"[':', ' ', '但', '他', '說', '的', '豆腐', '是', '啥']"
: tough吧,"[':', ' ', 'tough', '吧']"
: 蠻順的耶 只是有口音==,"[':', ' ', '蠻順', '的', '耶', ' ', '只是', '有', '口音', '=', '=']"
: tough,"[':', ' ', 'tough']"
: 硬,"[':', ' ', '硬']"
: 不是== 是有誰需要寄生G2的 講話動個腦好嗎,"[':', ' ', '不是', '=', '=', ' ', '是', '有', '誰', '需要', '寄生', 'G2', '的', ' ', '講話', '動個', '腦好', '嗎']"
: tough,"[':', ' ', 'tough']"
: bin說他花時間學了所以想用英文受訪的樣子，效果先,"[':', ' ', 'bin', '說', '他', '花', '時間', '學', '了', '所以', '想', '用', '英文', '受訪', '的', '樣子', '，', '效果', '先']"
: tough吧,"[':', ' ', 'tough', '吧']"
: tough,"[':', ' ', 'tough']"
: 翻譯的衣服怎麼看起來舊舊的,"[':', ' ', '翻譯', '的', '衣服', '怎麼', '看', '起來', '舊', '舊', '的']"
: 居然聽不懂,"[':', ' ', '居然', '聽', '不', '懂']"
: 傻眼XD,"[':', ' ', '傻眼', 'XD']"
: BLG超話也大致覺得可以了 上去就是被打爆,"[':', ' ', 'BLG', '超話', '也', '大致', '覺得', '可以', '了', ' ', '上去', '就是', '被', '打爆']"
: tough吧 什麼豆腐 XDD,"[':', ' ', 'tough', '吧', ' ', '什麼', '豆腐', ' ', 'XDD']"
: 不說勇氣滿分,"[':', ' ', '不說', '勇氣', '滿分']"
: .....我還以為是梗XDDDDDD,"[':', ' ', '.....', '我', '還以', '為', '是', '梗', 'XDDDDDD']"
: 靠我剛剛還在想豆腐是什麼 你們也太厲害,"[':', ' ', '靠', '我', '剛剛', '還在', '想', '豆腐', '是', '什麼', ' ', '你們', '也', '太', '厲害']"
: 比左手講中文好懂,"[':', ' ', '比', '左手', '講', '中文', '好', '懂']"
: 他應該是想講tough啦,"[':', ' ', '他', '應該', '是', '想講', 'tough', '啦']"
: 有點口音,"[':', ' ', '有點', '口音']"
: TOUGH我也聽成豆腐,"[':', ' ', 'TOUGH', '我', '也', '聽成', '豆腐']"
: BLG勝算不大 不過今年季後賽讓我想到去年的DRX 搞不,"[':', ' ', 'BLG', '勝算', '不大', ' ', '不過', '今年', '季後賽', '讓', '我', '想到', '去年', '的', 'DRX', ' ', '搞', '不']"
: 我想吃麻婆豆腐,"[':', ' ', '我', '想', '吃', '麻婆豆腐']"
: 別要求太多哈哈,"[':', ' ', '別', '要求', '太', '多', '哈哈']"
: 好還真的那麼一點點點點的機會爆冷,"[':', ' ', '好還', '真的', '那麼', '一點', '點點點', '的', '機會', '爆冷']"
: LPL台Bin秀英文太好笑了,"[':', ' ', 'LPL', '台', 'Bin', '秀', '英文', '太', '好笑', '了']"
: DRX 你覺得ELK是Deft嗎,"[':', ' ', 'DRX', ' ', '你', '覺得', 'ELK', '是', 'Deft', '嗎']"
: BLG 頂多就到這了,"[':', ' ', 'BLG', ' ', '頂多', '就', '到', '這了']"
: 還不錯啊,"[':', ' ', '還不錯', '啊']"
: 我看每年都有隊伍搞笑，但是又會回穩打出實力,"[':', ' ', '我', '看', '每年', '都', '有', '隊伍', '搞笑', '，', '但是', '又', '會', '回穩', '打出', '實力']"
: 我覺得BLG打T1跟JDG都沒機會 可是打Gen有機會,"[':', ' ', '我覺', '得', 'BLG', '打', 'T1', '跟', 'JDG', '都', '沒', '機會', ' ', '可是', '打', 'Gen', '有', '機會']"
: 敢說就滿分了語言最怕只學不說的人,"[':', ' ', '敢', '說', '就', '滿分', '了', '語言', '最怕', '只學', '不', '說', '的', '人']"
: 牙膏的狀態對上 Chovy連BLG超話裡都覺得沒啥期望了X,"[':', ' ', '牙膏', '的', '狀態', '對', '上', ' ', 'Chovy', '連', 'BLG', '超話裡', '都', '覺得', '沒', '啥', '期望', '了', 'X']"
: 沒練坦 有練英文 這樣要鼓勵嗎,"[':', ' ', '沒練坦', ' ', '有練', '英文', ' ', '這樣', '要', '鼓勵', '嗎']"
: ON連體重都贏不了道士 好嗎,"[':', ' ', 'ON', '連體', '重都贏', '不了', '道士', ' ', '好', '嗎']"
: 今年lpl真的好強.....jdg搞不好全部3：0拿冠軍,"[':', ' ', '今年', 'lpl', '真的', '好強', '.....', 'jdg', '搞不好', '全部', '3', '：', '0', '拿冠', '軍']"
: 敢說就很厲害了==現場一堆人,"[':', ' ', '敢', '說', '就', '很', '厲害', '了', '=', '=', '現場', '一堆', '人']"
: 期待BLG贏GenG不就跟期待G2贏BLG一樣荒謬嗎,"[':', ' ', '期待', 'BLG', '贏', 'GenG', '不', '就', '跟', '期待', 'G2', '贏', 'BLG', '一樣', '荒謬', '嗎']"
: 好噁心，ON那波八成血 旁邊ad半血都不吃餅乾了,"[':', ' ', '好', '噁', '心', '，', 'ON', '那波', '八成', '血', ' ', '旁邊', 'ad', '半血', '都', '不吃', '餅乾', '了']"
: ELK不發癲的話我是覺得比去年DEFT強很多,"[':', ' ', 'ELK', '不發癲', '的', '話', '我', '是', '覺得', '比', '去年', 'DEFT', '強', '很多']"
": 他可以""突然""發現餅乾不能吃","[':', ' ', '他', '可以', '""', '突然', '""', '發現', '餅乾', '不能', '吃']"
: G2曾經有機會阿 被自己玩掉的不是嗎,"[':', ' ', 'G2', '曾經', '有', '機會', '阿', ' ', '被', '自己', '玩掉', '的', '不是', '嗎']"
: 看小組賽內容G2確實有機會啊 GENG喔 明天你看看C9,"[':', ' ', '看小組賽', '內容', 'G2', '確實', '有', '機會', '啊', ' ', 'GENG', '喔', ' ', '明天', '你', '看看', 'C9']"
: 我覺得BLG開上限有機會偷GENG一場，要贏BO5幾乎不,"[':', ' ', '我覺', '得', 'BLG', '開', '上限', '有', '機會', '偷', 'GENG', '一場', '，', '要贏', 'BO5', '幾乎', '不']"
: ELK比去年羊駝強???,"[':', ' ', 'ELK', '比', '去年', '羊駝強', '?', '?', '?']"
: 太可能,"[':', ' ', '太', '可能']"
: 竟然有人可以說ELK比羊駝強耶 那Ruler怎麼辦,"[':', ' ', '竟然', '有人', '可以', '說', 'ELK', '比羊駝', '強耶', ' ', '那', 'Ruler', '怎麼', '辦']"
: 好了啦 別再hopium好嗎,"[':', ' ', '好', '了', '啦', ' ', '別', '再', 'hopium', '好', '嗎']"
: 到底怎麼覺得的 笑死,"[':', ' ', '到底', '怎麼', '覺得', '的', ' ', '笑', '死']"
: Ruler沒到完全可以贏去年羊駝耶,"[':', ' ', 'Ruler', '沒到', '完全', '可以', '贏', '去年', '羊駝', '耶']"
: peyz很強 blg沒機會的,"[':', ' ', 'peyz', '很強', ' ', 'blg', '沒機會', '的']"
: elk比deft強 笑了,"[':', ' ', 'elk', '比', 'deft', '強', ' ', '笑', '了']"
: peyz比姑媽還強好嗎,"[':', ' ', 'peyz', '比姑媽', '還強', '好', '嗎']"
: 他應該沒看去年世界賽吧,"[':', ' ', '他', '應該', '沒', '看', '去年', '世界', '賽', '吧']"
: ELK比羊駝強 要吹也不是這樣蝦雞巴吹欸,"[':', ' ', 'ELK', '比羊', '駝強', ' ', '要', '吹', '也', '不是', '這樣', '蝦', '雞巴', '吹', '欸']"
: 活在幻想內的假設就別拿出來搞笑了,"[':', ' ', '活在', '幻想', '內', '的', '假設', '就', '別', '拿出', '來', '搞笑', '了']"
: 拿elk比deft 真的是看deft沒有欸,"[':', ' ', '拿', 'elk', '比', 'deft', ' ', '真的', '是', '看', 'deft', '沒有', '欸']"
: 今年看LOL比賽吧 直接壓過去年羊駝,"[':', ' ', '今年', '看', 'LOL', '比賽', '吧', ' ', '直接', '壓過', '去年', '羊駝']"
: 今年deft超爛沒問題一隻腳踏在退休的墳墓裡了,"[':', ' ', '今年', 'deft', '超爛', '沒', '問題', '一', '隻', '腳', '踏', '在', '退休', '的', '墳', '墓裡', '了']"
: ELK有去年羊駝實力 一定能從JDG手上偷到一場,"[':', ' ', 'ELK', '有', '去年', '羊駝', '實力', ' ', '一定', '能', '從', 'JDG', '手上', '偷到', '一場']"
: 他說去年羊駝啊 超誇張,"[':', ' ', '他', '說', '去年', '羊駝', '啊', ' ', '超誇張']"
: ㄜ BLG唯一有可能贏的 只有上路吧 如果多蘭沒酒桶,"[':', ' ', 'ㄜ', ' ', 'BLG', '唯一', '有', '可能', '贏的', ' ', '只有', '上路', '吧', ' ', '如果', '多蘭', '沒', '酒桶']"
: elk臉贏羊駝啦 可以嗎,"[':', ' ', 'elk', '臉贏', '羊駝', '啦', ' ', '可以', '嗎']"
: 今年Deft哪有打很差 打的爛的是中野那兩隻吧,"[':', ' ', '今年', 'Deft', '哪有', '打', '很', '差', ' ', '打的爛', '的', '是', '中野', '那', '兩', '隻', '吧']"
: 369不是沒覺得多蘭很爛嗎 多蘭就看當天狀態,"[':', ' ', '369', '不是', '沒覺', '得', '多蘭', '很爛', '嗎', ' ', '多蘭', '就', '看', '當天', '狀態']"
: 然後看花生耍不耍白癡,"[':', ' ', '然後看', '花生', '耍', '不', '耍', '白', '癡']"
: 多蘭狀態好 可能就把T1拉下來,"[':', ' ', '多蘭', '狀態', '好', ' ', '可能', '就', '把', 'T1', '拉下', '來']"
: 今年DK成績不好 但Deft狀態沒有很差好嗎 連Peyz都說,"[':', ' ', '今年', 'DK', '成績', '不好', ' ', '但', 'Deft', '狀態', '沒', '有', '很', '差', '好', '嗎', ' ', '連', 'Peyz', '都', '說']"
: 對線最怕遇到Deft 因為很難打,"[':', ' ', '對線', '最怕', '遇到', 'Deft', ' ', '因為', '很', '難', '打']"
: 感覺elk整個系列賽都不在狀態,"[':', ' ', '感覺', 'elk', '整個', '系列', '賽', '都', '不', '在', '狀態']"
: 其實雖然ZOD很毒  但韓總的幾個閃都沒交很怪,"[':', ' ', '其實', '雖然', 'ZOD', '很毒', ' ', ' ', '但', '韓總', '的', '幾個', '閃', '都', '沒交', '很', '怪']"
: 今天就是看ELK 韓總誰更會犯病,"[':', ' ', '今天', '就是', '看', 'ELK', ' ', '韓總', '誰', '更會', '犯病']"
: geng關鍵是花生不是多蘭好嗎 多蘭明明很扛,"[':', ' ', 'geng', '關鍵', '是', '花生', '不是', '多蘭好', '嗎', ' ', '多蘭', '明明', '很', '扛']"
: 怎麼會有人說Deft今年超爛 沒看比賽吧,"[':', ' ', '怎麼', '會', '有人', '說', 'Deft', '今年', '超爛', ' ', '沒看', '比賽', '吧']"
: 今年DK是以往最強的中野輪流在戳的，Deft打的算不,"[':', ' ', '今年', 'DK', '是', '以往', '最強', '的', '中野', '輪流', '在', '戳', '的', '，', 'Deft', '打', '的', '算', '不']"
: 錯了,"[':', ' ', '錯', '了']"
: 駝今年真的還可以吧,"[':', ' ', '駝', '今年', '真的', '還', '可以', '吧']"
: 可是季後賽就是駝戳掉的,"[':', ' ', '可是', '季後賽', '就是', '駝', '戳', '掉', '的']"
